bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,registration_year,insurance_validity,fuel_type,seats,rto,ownership,engine_displacement,year_of_manufacture,Features,mileage,engine,max_power,torque,dimensions,miscellaneous,wheel_size
Sedan,"50,666",Automatic,1,1st Owner,Honda,Honda City,2017,5630,i-VTEC CVT ZX,₹ 10.05 Lakh,Jun 2017,Third Party,Petrol,5,KA53,First Owner,1497 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18 kmpl,"Silver, i VTEC Engine, 1497, 117.6bhp@6600rpm, 145Nm@4600rpm, 4, 4, SOHC, PGM-Fi, 73.0 X 89.4 mm, 10.3:1, No, No",117.6bhp,145Nm,"4440mm, 1695mm, 1495mm, 2600mm, 1475mm, 1465mm, 1107kg, 1482kg","CVT, FWD, 5, Power, 5.3 metres, Ventilated Disc, Drum, 178.55 kmph, 11.90 Seconds, Tubeless,Radial, 16, 4, 510",16
SUV,"16,962",Manual,1,1st Owner,Tata,Tata Nexon,2022,8894,XZ Plus P Dark Edition,₹ 11.93 Lakh,Jun 2022,Third Party,Petrol,5,KA53,First Owner,1199 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",17.57 kmpl,"Black, 1.2l Turbocharged Revotron Engine, 1199, 118.36bhp@5500rpm, 170nm@1750-4000rpm, 3, 4, Yes",118.36bhp,170nm,"3993, 1811, 1606, 2498, 1250","6-Speed, 5, 5.1, Disc, Drum, Tubeless, Radial, 16, 5, 350",16
Hatchback,"10,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2019,6301,1.0 MPI Highline Plus,₹ 9 Lakh,2019,Third Party insurance,Petrol,5,KA05,First Owner,999 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.78 kmpl,"Others, MPI Petrol Engine, 999, 75bhp@6200rpm, 95Nm@3000-4300rpm, 3, 4, DOHC, MPFI, 74.5x76.4 mm, 10.5:1, No, No",75bhp,95Nm,"3971mm, 1682mm, 1469mm, 2469mm, 1460mm, 1456mm, 1044Kg, 1500Kg","5 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 165 kmph, 14.2 Seconds, Tubeless,Radial, 16, 5, 280",16
SUV,"10,000",Manual,1,1st Owner,Mahindra,Mahindra XUV700,2022,8620,AX7 Diesel BSVI,₹ 21.50 Lakh,2022,Third Party insurance,Diesel,7,,First Owner,2198 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",,"Others, 2.2 L Turbo Diesel, 2198, 182.38bhp@3500rpm, 420Nm@1600-2800rpm, 4, 4, CRDi, Yes",182.38bhp,420Nm,"4695mm, 1890mm, 1755mm, 2750mm, 1860","6-Speed, FWD, 7, Power, Ventilated Disc, Solid Disc, Tubeless, Radial, 18, 5",18
Hatchback,"70,446",Automatic,1,1st Owner,Volkswagen,Volkswagen Polo,2017,1941,GT TSI,₹ 9.25 Lakh,Feb 2017,Comprehensive,Petrol,5,KA51,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",17.21 kmpl,"Red, TSI Petrol Engine, 1197, 103.5bhp@5000rpm, 175Nm@1500-4100rpm, 4, 4, DOHC, Direct Injection, 74.5 x 76.4, Yes, No",103.5bhp,175Nm,"3971mm, 1682mm, 1469mm, 2469mm, 1460mm, 1456mm, 1109 kg, 1580 kg","7 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 177.22 kmph, 10.61 Seconds, Tubeless,Radial, 16, 5, 280",16
Hatchback,"60,528",Automatic,2,2nd Owner,Volkswagen,Volkswagen Polo,2017,1941,GT TSI,₹ 8.65 Lakh,Feb 2017,Third Party insurance,Petrol,5,KA03,Second Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",17.21 kmpl,"Grey, TSI Petrol Engine, 1197, 103.5bhp@5000rpm, 175Nm@1500-4100rpm, 4, 4, DOHC, Direct Injection, 74.5 x 76.4, Yes, No",103.5bhp,175Nm,"3971mm, 1682mm, 1469mm, 2469mm, 1460mm, 1456mm, 1109 kg, 1580 kg","7 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 177.22 kmph, 10.61 Seconds, Tubeless,Radial, 16, 5, 280",16
SUV,"7,132",Manual,1,1st Owner,Volkswagen,Volkswagen Taigun,2021,8610,1.0 TSI Topline BSVI,₹ 15.85 Lakh,Jan 2022,Comprehensive,Petrol,5,KA02,First Owner,999 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",20.08 kmpl,"Silver, 1.0L TSI, 999, 113.98bhp@5000-5500rpm, 178Nm@1750-4500rpm, 3, 4, TSI, Yes",113.98bhp,178Nm,"4221mm, 1760mm, 1612mm, 2651mm, 1531, 1516, 1255, 1650","6-Speed, 5, Electric, 5.05, Disc, Drum, Tubeless, Radial, 17, 5, 385",17
Sedan,"1,00,000",Manual,5,5th Owner,Ford,Ford Fiesta,2009,994,1.4 ZXi TDCi LE,₹ 1.20 Lakh,2009,Third Party insurance,Diesel,5,,Fifth Owner,1399 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",17.8 kmpl,"White, In-Line Engine, 1399, 68 @ 4,000 (PS@rpm), 16.3 @ 2,000 (kgm@rpm), 4, 2, SOHC, CRDI, 73.7 x 82.0 mm, 18.0:1, No, No",68 ,16.3 ,"4282mm, 1686mm, 1468mm, 2486mm, 1474mm, 1444mm, 1150kg","5 Speed, FWD, 5, Power, 4.9 m, Ventilated Disc, Self-Adjusting Drum, 156 kmph, 17.6 seconds, Tubeless,Radial, 14, 4, 430 litres",14
SUV,"80,000",Automatic,3,3rd Owner,Mercedes-Benz,Mercedes-Benz M-Class,2012,4660,ML 350 CDI,₹ 18 Lakh,2012,Third Party insurance,Diesel,5,KA03,Third Owner,2987 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",11.74 kmpl,"Others, V-Type Diesel Engine, 2987, 254.8bhp@3600rpm, 619Nm@1600-2400rpm, 6, 4, DOHC, CRDi, 92.9 x 86.0 mm, Yes, No",254.8bhp,619Nm,"4817mm, 2141mm, 1762mm, 2915mm, 1648mm, 1663mm, 2175kg, 2950kg","7 Speed, AWD, 5, Power, 5.9 metres, Disc, Disc, 224 Kmph, 7.4 Seconds, Tubeless,Radial, 19, 5, 690-litres",19
SUV,"30,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,5533,43 AMG Coupe,₹ 70 Lakh,2018,Third Party insurance,Petrol,5,,First Owner,2996 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",8.9 kmpl,"Red, V Type Petrol Engine, 2996, 384.87bhp@6100rpm, 520Nm@2000-4200rpm, 6, 4, DOHC, Direct Injection, Yes, No",384.87bhp,520Nm,"4891mm, 2129mm, 1719mm, 2915mm, 1665mm, 1713mm, 2240Kg, 2880kg","9 Speed, AWD, 5, Power, 5.9 metres, Ventilated Disc, Ventilated Disc, 250 Kmph, 5.7 Seconds, Radial,Tubeless, 21, 5, 650-litres",21
Hatchback,"1,20,000",Manual,3,3rd Owner,Tata,Tata Indica V2,2015,2520,DLX BSIII,₹ 1.95 Lakh,2015,Third Party insurance,Diesel,5,,Third Owner,1405 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",17.88 kmpl,"Others, TDi Engine, 1405, 48.21bhp@5000rpm, 85Nm@2500rpm, 4, 4, DOHC, Direct Injection, Yes, No",48.21bhp,85Nm,"3690mm, 1665mm, 1485mm, 2400mm, 1080kg","5 Speed, FWD, 5, Power, 4.9 metres, Ventilated Disc, Drum, 149 Kmph, 16.8 Seconds, Tubeless,Radial, 5, 220-litres",
Hatchback,"21,280",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5703,1.2 Asta,₹ 7.99 Lakh,Jul 2018,Comprehensive,Petrol,5,KA53,First Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.6 kmpl,"Silver, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 16, 5, 295-litres",16
SUV,"82,021",Automatic,1,1st Owner,Ford,Ford Ecosport,2017,889,1.5 Ti VCT AT Titanium BSIV,₹ 6.89 Lakh,Oct 2017,Zero Dep,Petrol,5,KA03,First Owner,1499 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",15.63 kmpl,"Silver, Ti-VCT Petrol Engine, 1499, 110.4bhp@6300rpm, 140Nm@4400rpm, 4, 4, DOHC, Direct Injection, 79 X 76.5 mm, 11.0:1, No, No",110.4bhp,140Nm,"3999mm, 1765mm, 1708mm, 2520mm, 1519mm, 1524mm, 1250","6 Speed, FWD, 5, Power, 5.3 meters, Ventilated Disc, Drum, 182 Kmph, 16 Seconds, Tubeless,Radial, 16, 5, 346-litres",16
SUV,"18,998",Manual,1,1st Owner,Tata,Tata Nexon,2023,9667,XZ Plus S BSVI,₹ 10.68 Lakh,Jun 2023,Third Party,Petrol,5,KA41,First Owner,1199 cc,2023.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",17.33 kmpl,"Red, 1.2l Turbocharged Revotron Engine, 1199, 118.35bhp@5500rpm, 170Nm@1750-4000rpm, 3, 4, NO",118.35bhp,170Nm,"3993, 1811, 1606, 2498, 1195","6 Speed, 5, Electric, 5.1, Disc, Drum, Tubeless,Radial, 16, 5, 350",16
SUV,"56,189",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5930,2.0 Limited 4X4,₹ 17.99 Lakh,Jan 2019,Third Party insurance,Diesel,5,KA01,First Owner,1956 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",16.3 kmpl,"Red, 2.0-Litre 4-Cyl Multijet II Engine, 1956, 170bhp@3750rpm, 350Nm@1750-2500rpm, 4, 4, DOHC, CRDI, Yes, No",170bhp,350Nm,"4395mm, 1818mm, 1640mm, 2636mm, 1641 kgs","6 Speed, 4X4, 5, Power, Disc, Discs, 10.03 Seconds, Radial, Tubless, 17, 5, 408-litres",17
Hatchback,"57,644",Manual,2,2nd Owner,Maruti,Maruti S-Presso,2020,7172,VXI 2019-2022,₹ 3.83 Lakh,Jan 2021,Third Party,Petrol,5,KA20,Second Owner,998 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",21.7 kmpl,"Orange, K10C, 998, 65.71bhp@5500rpm, 89Nm@3500rpm, 3, 4",65.71bhp,89Nm,"3565, 1520, 1567, 2380, 1316, 1318, 736-775, 1170","5 Speed, FWD, 5, Power, 4.5, Ventilated Disc, Drum, Tubeless, Radial, 5",
Hatchback,"51,286",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2018,3923,VXI Optional,₹ 3.27 Lakh,Jul 2018,Comprehensive,Petrol,5,KA51,Second Owner,796 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Cd Player",24.7 kmpl,"Silver, F8D Petrol Engine, 796, 47.3bhp@6000rpm, 69Nm@3500rpm, 3, 4, DOHC, MPFi, No, No",47.3bhp,69Nm,"3430mm, 1515mm, 1475mm, 2360mm, 1295mm, 1290mm, 727kg, 1185kg","5 Speed, FWD, 5, Power, 4.6 metres, Solid Disc, Drum, 140 kmph, 19 Seconds, Tubeless Tyres, 5, 177-litres",
SUV,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra Quanto,2012,3598,C6,₹ 1.95 Lakh,2012,Third Party insurance,Diesel,7,RJ05,First Owner,1493 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",17.21 kmpl,"Silver, mCR100 Diesel Engine, 1493, 100bhp@3750rpm, 240Nm@1600-2800rpm, 3, 4, DOHC, Common Rail, Yes, No",100bhp,240Nm,"3985mm, 1850mm, 1880mm, 2760mm, 1640kg","5 Speed , RWD, 7, Power, 5.4 metres, Disc, Drum, 160 Kmph, 14 Seconds, Tubeless,Radial, 5, 300-litres",
Hatchback,"27,937",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2019,7091,Sportz,₹ 6.39 Lakh,Feb 2020,Third Party insurance,Petrol,5,KA41,First Owner,1197 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",20.7 kmpl,"Silver, 1.2 Kappa petrol, 1197, 81.86bhp@6000rpm, 113.8nm@4000rpm, 4, 4, No",81.86bhp,113.8nm,"3805mm, 1680, 1520, 2450, 1160","5-Speed, 5, Electric, Disc, Drum, Tubeless, Radial, 14, 5",14
SUV,"64,000",Manual,2,2nd Owner,Renault,Renault Duster,2013,5066,85PS Diesel RxL,₹ 5.75 Lakh,Jun 2013,Comprehensive,Diesel,5,KA51,Second Owner,1461 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",20.45 kmpl,"White, dCi Diesel Engine , 1461, 83.8bhp@3750rpm, 200Nm@1900rpm, 4, 4, DOHC, CRDI, Yes, No",83.8bhp,200Nm,"4315mm, 1822mm, 1695mm, 2673mm, 1560mm, 1567mm, 1240, 1758kg","5 speed, FWD, 5, Power, 5.2 metres, Ventilated Disc, Drum, Tubeless,Radial, 16, 5, 475-litres",16
SUV,"40,031",Manual,2,2nd Owner,Ford,Ford Ecosport,2017,885,1.5 Ti VCT MT Ambiente BSIV,₹ 6.60 Lakh,Feb 2017,Comprehensive,Petrol,5,HR13,Second Owner,1499 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",15.85 kmpl,"White, Ti-VCT Petrol Engine, 1499, 110.4bhp@6300rpm, 140Nm@4400rpm, 4, 4, DOHC, Direct Injection, 79 X 76.5 mm, 11.0:1, No, No",110.4bhp,140Nm,"3999mm, 1765mm, 1708mm, 2520mm, 1519mm, 1524mm, 1200","5 Speed, FWD, 5, Power, 5.3 metres, Ventilated Disc, Drum, 182 Kmph, 16 Seconds, Tubeless,Radial, 5, 346-litres",
Hatchback,"47,619",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2017,7073,LXI,₹ 3.25 Lakh,Mar 2017,Comprehensive,Petrol,5,KA03,Second Owner,796 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",22.05 kmpl,"Silver, F8D Petrol Engine, 796, 47.33bhp@6000rpm, 69Nm@3500rpm, 3, 4",47.33bhp,69Nm,"3445, 1515, 1475, 2360, 1295, 1290, 755, 1185","5 Speed, 5, 4.6, Disc, Drum, Tubeless Tyres, 5",
Hatchback,"90,000",Manual,5,5th Owner,Hyundai,Hyundai i20,2009,1615,Asta,₹ 2.25 Lakh,2009,Third Party insurance,Petrol,5,,Fifth Owner,1197 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",17 kmpl,"Silver, In-Line Engine, 1197, 80 PS at 5200 rpm, 11.4 kgm at 4,000 rpm, 4, 4, DOHC, MPFI, No, No",80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm","3940 mm, 1710 mm, 1505 mm, 2,525 mm, 1,505 mm, 1,503 mm, 990","5 Speed, 5, Power, 5.20 mtrs., Disk, Drum, Tubeless,Radial, 14, 5",14
SUV,"20,000",Automatic,1,1st Owner,Toyota,Toyota Urban cruiser,2022,7974,Premium AT,₹ 10.75 Lakh,2022,Third Party insurance,Petrol,5,KA05,First Owner,1462 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18.76 kmpl,"Gray, k-series1.5l, 1462, 103.26bhp@6000rpm, 138nm@4400rpm, 4, 4",103.26bhp,138nm,"3995, 1790, 1640, 2500, 1135-1150, 1600","4 Speed, 5, Electronic, 5.2, Ventilated Disc, Drum, Tubeless, Radial, 16, 5, 328",16
SUV,"20,000",Manual,1,1st Owner,Toyota,Toyota Urban cruiser,2022,7971,Premium,₹ 9.75 Lakh,2022,Third Party insurance,Petrol,5,KA05,First Owner,1462 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",17.03 kmpl,"Gray, k-series1.5l, 1462, 103.26bhp@6000rpm, 138nm@4400rpm, 4, 4",103.26bhp,138nm,"3995, 1790, 1640, 2500, 1115-1130, 1600","5 Speed, 5, Electronic, 5.2, Ventilated Disc, Drum, Tubeless, Radial, 16, 5, 328",16
Hatchback,"70,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2010,1586,Sportz 1.2,₹ 3 Lakh,2010,Third Party insurance,Petrol,5,KA05,Third Owner,1197 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",20.36 kmpl,"Others, DOHC Engine, 1197, 78.9bhp@6000rpm, 111.8Nm@4000rpm, 4, 4, DOHC, MPFI, 71 x 75.6 mm, 10.5:1, No, No",78.9bhp,111.8Nm,"3585mm, 1595mm, 1550mm, 2380mm, 1400mm, 1385mm, 960","5 Speed, FWD, 5, Power, Ventilated Disc, Drum, Tubeless,Radial, 13, 4",13
Sedan,"1,10,000",Manual,3,3rd Owner,Maruti,Maruti SX4,2011,4262,VDI,₹ 2.90 Lakh,2011,Third Party insurance,Diesel,5,KA19,Third Owner,1248 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Child Safety Locks, Cd Player",21.5 kmpl,"Others, DDiS Diesel Engine, 1248, 88.8bhp@4000rpm, 200Nm@1750rpm, 4, 4, DOHC, CRDi, 69.6 X 82 mm, 9.0:1, No, No",88.8bhp,200Nm,"4490mm, 1735mm, 1550mm, 2500mm, 1500mm, 1495mm, 1225kg","5 Speed, FWD, 5, Power, 5.3metres, Ventilated Disc, Drum, 154km/hr, 13.8 Seconds, Tubeless, Radial, 15, 4, 504-litres",15
Hatchback,"40,000",Manual,3,3rd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.60 Lakh,2012,Third Party insurance,Petrol,5,,Third Owner,1198 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",19.4 kmpl,"Others, i-VTEC Engine, 1198, 86.8bhp@6000rpm, 109Nm@4500rpm, 4, 4, SOHC, PGM - Fi, No, No",86.8bhp,109Nm,"3610mm, 1680mm, 1500mm, 2345mm, 1480mm, 1465mm, 925kg","5 Speed, FWD, 5, Power, 4.5 metres, Disc, Drum, Tubeless,Radial, 5, 175-litres",
Sedan,"1,00,000",Manual,3,3rd Owner,Nissan,Nissan Sunny,2012,3350,Diesel XL,₹ 3.60 Lakh,2012,Third Party insurance,Diesel,5,KA01,Third Owner,1461 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",21.64 kmpl,"Others, K9K Diesel Engine , 1461, 84.8bhp@3750rpm, 200Nm@2000rpm, 4, 2, SOHC, Common Rail, 76 X 80.5mm, 17.9:1, No, No",84.8bhp,200Nm,"4425mm, 1695mm, 1505mm, 2600mm, 1480mm, 1485mm, 1092kg","5 Speed, FWD, 5, Power, 5.3metres, Disc, Drum, Tubeless,Radial, 14, 4, 490-litres",14
SUV,"10,000",Automatic,4,4th Owner,BMW,BMW X3,2013,357,2.0d SAV,₹ 15 Lakh,2013,Third Party insurance,Diesel,5,,Fourth Owner,1995 cc,2013.0,,16.55 kmpl,"Others, In-Line Engine, 1995, 218 @ 6,500 (PS@rpm), 25.5 @ 2,750-4,250 (kgm@rpm), 6, 4, undefined, 82.0 x 78.8 mm, 11.0:1, No, No",218 ,25.5 ,"1720kg, 2225kg","5, Power, Tubeless,Radial, 17, 5",17
Hatchback,"60,000",Manual,4,4th Owner,Hyundai,Hyundai EON,2017,1504,D Lite Plus,₹ 2.50 Lakh,2017,Third Party insurance,Petrol,5,,Fourth Owner,814 cc,2017.0,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",21.1 kmpl,"Others, Petrol Engine, 814, 55.2bhp@5500rpm, 74.5Nm@4000rpm, 3, 3, SOHC, MPFI, No, No",55.2bhp,74.5Nm,"3495mm, 1550mm, 1500mm, 2380mm, 1386mm, 1368mm, 860","5 Speed, FWD, 5, Power, 4.6 metres, Disc, Drum, 135 Kmph, 19 Seconds, Tubeless, 5, 215-litres",
SUV,"24,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,8074,LX 4-Str Hard Top AT BSVI,₹ 17.74 Lakh,Jun 2021,Comprehensive,Petrol,4,KA04,First Owner,1997 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",,"Black, mStallion 150 TGDi Engine, 1997, 150bhp@5000rpm, 320Nm@1500-3000rpm, 4, 4, Yes",150bhp,320Nm,"3985mm, 1855mm, 1844mm, 2450mm, 1520mm, 1520mm, 1825","6 Speed, 4X4, 4, Power, Disc, Drum, Radial, Tubeless, 18, 3",18
SUV,"30,535",Manual,2,2nd Owner,Hyundai,Hyundai Venue,2020,7927,SX Opt Sport iMT,₹ 10.73 Lakh,Jun 2020,Third Party,Petrol,5,KA53,Second Owner,998 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18 kmpl,"White, Kappa 1.0 L Turbo GDi Petrol, 998, 118.35bhp@6000rpm, 171.6Nm@1500-4000rpm, 3, 4, GDi, Yes",118.35bhp,171.6Nm,"3995 mm, 1770 mm, 1605 mm, 190mm, 2500 mm, 1280","iMT, FWD, 5, Electric, Disc, Drum, Radial, 16, 5, 350",16
Hatchback,"20,229",Manual,2,2nd Owner,Maruti,Maruti Alto K10,2017,7013,VXI Optional,₹ 3.49 Lakh,Mar 2017,Third Party,Petrol,5,KA04,Second Owner,998 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",23.95 kmpl,"Others, K Series Petrol Engine, 998, 67.05bhp@6000rpm, 90Nm@3500rpm, 3, 4, DOHC, MPFi, No, No",67.05bhp,90Nm,"3545mm, 1515mm, 1475mm, 2360mm, 1295mm, 1290mm, 784kg, 1210kg","5 Speed, FWD, 5, Power, 4.6 metres, Ventilated Disc, Drum, 145 Kmph, 13.3 Seconds, Tubeless,Radial, 5, 177",
Hatchback,"35,800",Manual,1,1st Owner,Maruti,Maruti Celerio,2018,7364,VXI,₹ 4.85 Lakh,Jul 2018,Third Party insurance,Petrol,5,KA42,First Owner,998 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",21.63 kmpl,"White, K10B Engine, 998, 67.05bhp@6000rpm, 90Nm@3500rpm, 3, 4, DOHC, MPFi, 73 X 82 mm, 11.0:1, No, No",67.05bhp,90Nm,"3695mm, 1600mm, 1560mm, 2425mm, 1420mm, 1410mm, 825kg, 1250kg","5 Speed, FWD, 5, Power, 4.7 metres, Ventilated Disc, Drum, 15.05 Seconds, Tubeless, Radial, 5, 235-litres",
Hatchback,"11,453",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,7053,VXI Opt 1.2,₹ 5.91 Lakh,Jun 2021,Comprehensive,Petrol,5,KA03,First Owner,1197 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",20.52 kmpl,"Grey, K12M Petrol Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, DOHC, MPFI, 69 x 72 mm, No, No",81.80bhp,113Nm,"3655 mm, 1620 mm, 1675 mm, 2435 mm, 830-845kg, 1340kg","5 Speed, FWD, 5, Power, 4.7 metres, Disc, Drum, 18.6 Seconds, Tubeless Tyres, Radial, 5, 341 Litres",
Hatchback,"35,410",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,₹ 6.57 Lakh,Jul 2016,Comprehensive,Petrol,5,KA05,First Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.6 kmpl,"Blue, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 5, 295-litres",
